Using cpu device
[34m[1mwandb[0m: [33mWARNING[0m Found log directory outside of given root_logdir, dropping given root_logdir for event file in C:\Users\michellexu\Pulse\engine\src\python\pulse\rl-hemorrhage-resuscitation\ppo_wandb_logs\ppo_wandb_highsev_2
Logging to C:\Users\michellexu\Pulse\engine\src\python\pulse\rl-hemorrhage-resuscitation\ppo_wandb_logs\ppo_wandb_highsev_2
Episode Reward: -14.213106 | Episode Length: 10 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.4))
-----------------------------------------
Episode Reward: -34.265496 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.3))
Episode Reward: -30.883007 | Episode Length: 42 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.4))
Episode Reward: -5.442264 | Episode Length: 26 | Episode Outcome: stabilization | Hemorrhage: ('liver', np.float64(0.2))
Episode Reward: -1.586863 | Episode Length: 21 | Episode Outcome: stabilization | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -31.135312 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.3))
Episode Reward: -25.649181 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.3))
Episode Reward: -24.539211 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.2))
Episode Reward: -24.384603 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -24.248214 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Eval num_timesteps=20480, episode_reward=-19.81 +/- 4.69
Episode length: 44.20 +/- 21.99
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 44.2        |
|    mean_reward          | -19.8       |
| time/                   |             |
|    total_timesteps      | 20480       |
| train/                  |             |
|    approx_kl            | 0.017241303 |
|    clip_fraction        | 0.024       |
|    clip_range           | 0.3         |
|    entropy_loss         | -4.09       |
|    explained_variance   | 0.262       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00625    |
|    n_updates            | 390         |
|    policy_gradient_loss | -0.012      |
|    std                  | 0.946       |
|    value_loss           | 0.0226      |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 47.8     |
|    ep_rew_mean     | -21.6    |
| time/              |          |
|    fps             | 1        |
|    iterations      | 40       |
|    time_elapsed    | 16167    |
|    total_timesteps | 20480    |
---------------------------------
Episode Reward: -28.411667 | Episode Length: 50 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.3))
Episode Reward: -21.958329 | Episode Length: 28 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.4))
Episode Reward: -24.785518 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -24.924123 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -22.157356 | Episode Length: 24 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.4))
Episode Reward: -24.904462 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -25.684355 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -24.375737 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -21.971372 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -12.971696 | Episode Length: 12 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.4))
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 48.3        |
|    ep_rew_mean          | -21.8       |
| time/                   |             |
|    fps                  | 1           |
|    iterations           | 41          |
|    time_elapsed         | 16466       |
|    total_timesteps      | 20992       |
| train/                  |             |
|    approx_kl            | 0.013796838 |
|    clip_fraction        | 0.0168      |
|    clip_range           | 0.3         |
|    entropy_loss         | -4.09       |
|    explained_variance   | 0.0207      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0177     |
|    n_updates            | 400         |
|    policy_gradient_loss | -0.00953    |
|    std                  | 0.946       |
|    value_loss           | 0.025       |
-----------------------------------------
Episode Reward: -3.50232 | Episode Length: 22 | Episode Outcome: stabilization | Hemorrhage: ('liver', np.float64(0.3))
Episode Reward: -27.408514 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -14.462325 | Episode Length: 16 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.4))
Episode Reward: -14.781082 | Episode Length: 18 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.4))
Episode Reward: -27.681918 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.2))
Episode Reward: -26.580742 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -21.751018 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.2))
Episode Reward: -4.741571 | Episode Length: 27 | Episode Outcome: stabilization | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -29.028794 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.2))
Episode Reward: -13.719515 | Episode Length: 14 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.4))
Episode Reward: -27.74156 | Episode Length: 50 | Episode Outcome: failed to advance | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -22.956944 | Episode Length: 35 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.3))
Episode Reward: -31.628275 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.3))
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 47.5        |
|    ep_rew_mean          | -21.7       |
| time/                   |             |
|    fps                  | 1           |
|    iterations           | 42          |
|    time_elapsed         | 16801       |
|    total_timesteps      | 21504       |
| train/                  |             |
|    approx_kl            | 0.014750378 |
|    clip_fraction        | 0.0209      |
|    clip_range           | 0.3         |
|    entropy_loss         | -4.08       |
|    explained_variance   | 0.294       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0229     |
|    n_updates            | 410         |
|    policy_gradient_loss | -0.013      |
|    std                  | 0.944       |
|    value_loss           | 0.0132      |
-----------------------------------------
Episode Reward: -25.689954 | Episode Length: 31 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.4))
Episode Reward: -26.113074 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -24.843247 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -25.97594 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -25.368319 | Episode Length: 46 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.3))
Episode Reward: -13.669833 | Episode Length: 53 | Episode Outcome: stabilization | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -14.969409 | Episode Length: 18 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.4))
Episode Reward: -30.192132 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.2))
Episode Reward: -28.101379 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 46.9        |
|    ep_rew_mean          | -21.5       |
| time/                   |             |
|    fps                  | 1           |
|    iterations           | 43          |
|    time_elapsed         | 17137       |
|    total_timesteps      | 22016       |
| train/                  |             |
|    approx_kl            | 0.022409936 |
|    clip_fraction        | 0.0393      |
|    clip_range           | 0.3         |
|    entropy_loss         | -4.08       |
|    explained_variance   | 0.394       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0252     |
|    n_updates            | 420         |
|    policy_gradient_loss | -0.0175     |
|    std                  | 0.943       |
|    value_loss           | 0.0248      |
-----------------------------------------
Episode Reward: -26.843805 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -34.679887 | Episode Length: 62 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.2))
Episode Reward: -27.242037 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.3))
Episode Reward: -24.340389 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -25.20141 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -25.891595 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.2))
Episode Reward: -24.957093 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.2))
Episode Reward: -24.663073 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Eval num_timesteps=22528, episode_reward=-19.72 +/- 3.64
Episode length: 37.60 +/- 19.95
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 37.6        |
|    mean_reward          | -19.7       |
| time/                   |             |
|    total_timesteps      | 22528       |
| train/                  |             |
|    approx_kl            | 0.011080282 |
|    clip_fraction        | 0.018       |
|    clip_range           | 0.3         |
|    entropy_loss         | -4.07       |
|    explained_variance   | 0.262       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0319     |
|    n_updates            | 430         |
|    policy_gradient_loss | -0.0108     |
|    std                  | 0.941       |
|    value_loss           | 0.0162      |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 48.8     |
|    ep_rew_mean     | -22.4    |
| time/              |          |
|    fps             | 1        |
|    iterations      | 44       |
|    time_elapsed    | 17797    |
|    total_timesteps | 22528    |
---------------------------------
Episode Reward: -24.269711 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -22.997828 | Episode Length: 37 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.3))
Episode Reward: -25.174973 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -25.808783 | Episode Length: 46 | Episode Outcome: failed to advance | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -27.300417 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -27.454772 | Episode Length: 41 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.3))
Episode Reward: -1.968665 | Episode Length: 24 | Episode Outcome: stabilization | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -27.438167 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -28.251247 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -20.617064 | Episode Length: 32 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.3))
Episode Reward: -28.979987 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 50.1        |
|    ep_rew_mean          | -23.2       |
| time/                   |             |
|    fps                  | 1           |
|    iterations           | 45          |
|    time_elapsed         | 18084       |
|    total_timesteps      | 23040       |
| train/                  |             |
|    approx_kl            | 0.017421583 |
|    clip_fraction        | 0.0264      |
|    clip_range           | 0.3         |
|    entropy_loss         | -4.07       |
|    explained_variance   | -0.00741    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0348     |
|    n_updates            | 440         |
|    policy_gradient_loss | -0.0151     |
|    std                  | 0.939       |
|    value_loss           | 0.0075      |
-----------------------------------------
Episode Reward: -25.423315 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -31.960376 | Episode Length: 53 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.3))
Episode Reward: -27.587074 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.2))
Episode Reward: -25.008325 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -25.250699 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -26.649776 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -26.641894 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -26.681867 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.2))
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 50.6       |
|    ep_rew_mean          | -23.7      |
| time/                   |            |
|    fps                  | 1          |
|    iterations           | 46         |
|    time_elapsed         | 18410      |
|    total_timesteps      | 23552      |
| train/                  |            |
|    approx_kl            | 0.02124172 |
|    clip_fraction        | 0.0312     |
|    clip_range           | 0.3        |
|    entropy_loss         | -4.06      |
|    explained_variance   | 0.223      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0195    |
|    n_updates            | 450        |
|    policy_gradient_loss | -0.0116    |
|    std                  | 0.938      |
|    value_loss           | 0.0192     |
----------------------------------------
Episode Reward: -26.976872 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -10.166456 | Episode Length: 9 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.4))
Episode Reward: -24.210132 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -25.588815 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -21.981015 | Episode Length: 29 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.4))
Episode Reward: -26.488635 | Episode Length: 44 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.4))
Episode Reward: -21.255801 | Episode Length: 32 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.3))
Episode Reward: -27.14056 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -26.652036 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -20.295825 | Episode Length: 40 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.4))
Episode Reward: -27.087632 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 50.1        |
|    ep_rew_mean          | -23.7       |
| time/                   |             |
|    fps                  | 1           |
|    iterations           | 47          |
|    time_elapsed         | 18740       |
|    total_timesteps      | 24064       |
| train/                  |             |
|    approx_kl            | 0.010299118 |
|    clip_fraction        | 0.0123      |
|    clip_range           | 0.3         |
|    entropy_loss         | -4.05       |
|    explained_variance   | -0.0648     |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0226     |
|    n_updates            | 460         |
|    policy_gradient_loss | -0.0106     |
|    std                  | 0.933       |
|    value_loss           | 0.00796     |
-----------------------------------------
Episode Reward: -27.718647 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -11.579272 | Episode Length: 44 | Episode Outcome: stabilization | Hemorrhage: ('liver', np.float64(0.3))
Episode Reward: -24.036672 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.2))
Episode Reward: -24.188184 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -24.142839 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -24.372973 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -24.126228 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -3.396888 | Episode Length: 24 | Episode Outcome: stabilization | Hemorrhage: ('liver', np.float64(0.4))
Episode Reward: -23.615692 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Eval num_timesteps=24576, episode_reward=-13.30 +/- 13.06
Episode length: 39.80 +/- 16.53
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 39.8        |
|    mean_reward          | -13.3       |
| time/                   |             |
|    total_timesteps      | 24576       |
| train/                  |             |
|    approx_kl            | 0.011101449 |
|    clip_fraction        | 0.0123      |
|    clip_range           | 0.3         |
|    entropy_loss         | -4.04       |
|    explained_variance   | 0.241       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0274     |
|    n_updates            | 470         |
|    policy_gradient_loss | -0.0142     |
|    std                  | 0.931       |
|    value_loss           | 0.0127      |
-----------------------------------------
New best mean reward!
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 50.8     |
|    ep_rew_mean     | -23.2    |
| time/              |          |
|    fps             | 1        |
|    iterations      | 48       |
|    time_elapsed    | 19424    |
|    total_timesteps | 24576    |
---------------------------------
Episode Reward: -18.015332 | Episode Length: 26 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.3))
Episode Reward: -25.136049 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -24.785246 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -24.661306 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.2))
Episode Reward: -24.253468 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -6.390831 | Episode Length: 23 | Episode Outcome: stabilization | Hemorrhage: ('liver', np.float64(0.4))
Episode Reward: -22.674524 | Episode Length: 36 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.3))
Episode Reward: -26.998739 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -19.798767 | Episode Length: 31 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.4))
Episode Reward: -19.663162 | Episode Length: 28 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.3))
Episode Reward: -23.934228 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 51           |
|    ep_rew_mean          | -23.1        |
| time/                   |              |
|    fps                  | 1            |
|    iterations           | 49           |
|    time_elapsed         | 19701        |
|    total_timesteps      | 25088        |
| train/                  |              |
|    approx_kl            | 0.0066842316 |
|    clip_fraction        | 0.0107       |
|    clip_range           | 0.3          |
|    entropy_loss         | -4.04        |
|    explained_variance   | 0.0813       |
|    learning_rate        | 0.0003       |
|    loss                 | 0.00361      |
|    n_updates            | 480          |
|    policy_gradient_loss | -0.00833     |
|    std                  | 0.93         |
|    value_loss           | 0.0196       |
------------------------------------------
Episode Reward: -25.399876 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.2))
Episode Reward: -25.086042 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -12.068865 | Episode Length: 13 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.4))
Episode Reward: -35.623446 | Episode Length: 62 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.3))
Episode Reward: -26.100777 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -14.697152 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.3))
Episode Reward: -24.823259 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -19.936772 | Episode Length: 61 | Episode Outcome: stabilization | Hemorrhage: ('liver', np.float64(0.2))
Episode Reward: -28.503822 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 51.5         |
|    ep_rew_mean          | -23.2        |
| time/                   |              |
|    fps                  | 1            |
|    iterations           | 50           |
|    time_elapsed         | 20033        |
|    total_timesteps      | 25600        |
| train/                  |              |
|    approx_kl            | 0.0070746574 |
|    clip_fraction        | 0.00723      |
|    clip_range           | 0.3          |
|    entropy_loss         | -4.03        |
|    explained_variance   | 0.361        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0158      |
|    n_updates            | 490          |
|    policy_gradient_loss | -0.00781     |
|    std                  | 0.93         |
|    value_loss           | 0.0149       |
------------------------------------------
Episode Reward: -2.129866 | Episode Length: 31 | Episode Outcome: stabilization | Hemorrhage: ('liver', np.float64(0.4))
Episode Reward: -2.573663 | Episode Length: 22 | Episode Outcome: stabilization | Hemorrhage: ('liver', np.float64(0.4))
Episode Reward: -24.529469 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -13.40961 | Episode Length: 14 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.4))
Episode Reward: -18.791107 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -21.645416 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.3))
Episode Reward: -22.542198 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.2))
Episode Reward: -15.400375 | Episode Length: 18 | Episode Outcome: failed to advance | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -24.062808 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -26.40643 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -22.103578 | Episode Length: 34 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.3))
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 50.9        |
|    ep_rew_mean          | -22.6       |
| time/                   |             |
|    fps                  | 1           |
|    iterations           | 51          |
|    time_elapsed         | 20362       |
|    total_timesteps      | 26112       |
| train/                  |             |
|    approx_kl            | 0.023816839 |
|    clip_fraction        | 0.042       |
|    clip_range           | 0.3         |
|    entropy_loss         | -4.04       |
|    explained_variance   | 0.491       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0385     |
|    n_updates            | 500         |
|    policy_gradient_loss | -0.0166     |
|    std                  | 0.93        |
|    value_loss           | 0.0133      |
-----------------------------------------
Episode Reward: -27.344759 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.2))
Episode Reward: -25.20041 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.2))
Episode Reward: -23.172715 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -24.100195 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -7.407759 | Episode Length: 37 | Episode Outcome: stabilization | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -12.151387 | Episode Length: 14 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.3))
Episode Reward: -8.159195 | Episode Length: 41 | Episode Outcome: stabilization | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -24.260474 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -19.461249 | Episode Length: 23 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.4))
Episode Reward: 0.86356 | Episode Length: 21 | Episode Outcome: stabilization | Hemorrhage: ('liver', np.float64(0.3))
Episode Reward: -1.056541 | Episode Length: 21 | Episode Outcome: stabilization | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -1.240741 | Episode Length: 23 | Episode Outcome: stabilization | Hemorrhage: ('liver', np.float64(0.4))
Episode Reward: -29.921362 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.2))
Episode Reward: -21.964222 | Episode Length: 33 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.3))
Episode Reward: -18.779157 | Episode Length: 23 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.4))
Eval num_timesteps=26624, episode_reward=-14.87 +/- 11.42
Episode length: 32.60 +/- 10.09
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 32.6        |
|    mean_reward          | -14.9       |
| time/                   |             |
|    total_timesteps      | 26624       |
| train/                  |             |
|    approx_kl            | 0.015565693 |
|    clip_fraction        | 0.0254      |
|    clip_range           | 0.3         |
|    entropy_loss         | -4.03       |
|    explained_variance   | 0.276       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.021      |
|    n_updates            | 510         |
|    policy_gradient_loss | -0.0111     |
|    std                  | 0.93        |
|    value_loss           | 0.0214      |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 50.5     |
|    ep_rew_mean     | -21.8    |
| time/              |          |
|    fps             | 1        |
|    iterations      | 52       |
|    time_elapsed    | 20993    |
|    total_timesteps | 26624    |
---------------------------------
Episode Reward: -26.792753 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.3))
Episode Reward: -13.44669 | Episode Length: 14 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.4))
Episode Reward: -4.132636 | Episode Length: 27 | Episode Outcome: stabilization | Hemorrhage: ('liver', np.float64(0.2))
Episode Reward: -24.813426 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -24.815388 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.2))
Episode Reward: -1.230249 | Episode Length: 21 | Episode Outcome: stabilization | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -24.565513 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -30.914626 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.3))
Episode Reward: -25.290843 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.2))
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 50          |
|    ep_rew_mean          | -21.3       |
| time/                   |             |
|    fps                  | 1           |
|    iterations           | 53          |
|    time_elapsed         | 21266       |
|    total_timesteps      | 27136       |
| train/                  |             |
|    approx_kl            | 0.013393329 |
|    clip_fraction        | 0.0193      |
|    clip_range           | 0.3         |
|    entropy_loss         | -4.03       |
|    explained_variance   | 0.39        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.000254    |
|    n_updates            | 520         |
|    policy_gradient_loss | -0.00842    |
|    std                  | 0.929       |
|    value_loss           | 0.0427      |
-----------------------------------------
Episode Reward: -24.112529 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -25.98747 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
